150 Kabupaten/Kota Inflasi (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indeks Harga Konsumen (2022=100) Menurut Kelompok dan Sub Kelompok 06 Transportasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Transportasi,,,,,,,,,,,,,Pembelian Kendaraan,,,,,,,,,,,,,Pengoperasian Peralatan Transportasi Pribadi,,,,,,,,,,,,,Jasa Angkutan Penumpang,,,,,,,,,,,,,Jasa Pengiriman Barang,,,,,,,,,,,,
,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,,2026,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
KOTA TASIKMALAYA,110.12,111.02,111.69,-,-,-,-,-,-,-,-,-,-,105.67,108.11,108.11,-,-,-,-,-,-,-,-,-,-,113.45,112.97,113.4,-,-,-,-,-,-,-,-,-,-,113.86,114.77,119.66,-,-,-,-,-,-,-,-,-,-,104.8,104.8,104.8,-,-,-,-,-,-,-,-,-,-
CILACAP,110.94,110.94,112.19,-,-,-,-,-,-,-,-,-,-,107.88,108.51,108.51,-,-,-,-,-,-,-,-,-,-,112.49,111.81,112.47,-,-,-,-,-,-,-,-,-,-,116.19,117.03,126.28,-,-,-,-,-,-,-,-,-,-,104.94,104.94,104.94,-,-,-,-,-,-,-,-,-,-
PURWOKERTO,109.91,109.61,110.38,-,-,-,-,-,-,-,-,-,-,110.01,110.17,110.17,-,-,-,-,-,-,-,-,-,-,110.41,109.63,110.53,-,-,-,-,-,-,-,-,-,-,107.74,108.1,110.44,-,-,-,-,-,-,-,-,-,-,108.5,108.5,108.5,-,-,-,-,-,-,-,-,-,-
KAB WONOSOBO,113.97,113.51,114.78,-,-,-,-,-,-,-,-,-,-,109.52,110.05,110.09,-,-,-,-,-,-,-,-,-,-,113.68,112.73,113.71,-,-,-,-,-,-,-,-,-,-,135.79,134.44,143.2,-,-,-,-,-,-,-,-,-,-,110.01,110.01,110.01,-,-,-,-,-,-,-,-,-,-
KAB WONOGIRI,111.05,110.27,112.19,-,-,-,-,-,-,-,-,-,-,110.88,110.88,110.88,-,-,-,-,-,-,-,-,-,-,111.81,110.91,111.75,-,-,-,-,-,-,-,-,-,-,107.66,106.45,117.38,-,-,-,-,-,-,-,-,-,-,100,100,100,-,-,-,-,-,-,-,-,-,-
KAB REMBANG,112.86,112.71,113.34,-,-,-,-,-,-,-,-,-,-,110.3,111.15,111.18,-,-,-,-,-,-,-,-,-,-,114.42,113.71,114.41,-,-,-,-,-,-,-,-,-,-,110.34,110.07,114.47,-,-,-,-,-,-,-,-,-,-,129.93,129.93,129.93,-,-,-,-,-,-,-,-,-,-
KUDUS,112.01,111.86,112.8,-,-,-,-,-,-,-,-,-,-,111.98,112.37,112.39,-,-,-,-,-,-,-,-,-,-,112.79,112.3,113.07,-,-,-,-,-,-,-,-,-,-,104.24,103.79,114.26,-,-,-,-,-,-,-,-,-,-,100.83,102.64,102.64,-,-,-,-,-,-,-,-,-,-
KOTA SURAKARTA,110.47,110.4,111.38,-,-,-,-,-,-,-,-,-,-,109.54,109.64,109.64,-,-,-,-,-,-,-,-,-,-,113.05,112.15,113.34,-,-,-,-,-,-,-,-,-,-,100.74,104.53,108.12,-,-,-,-,-,-,-,-,-,-,100.69,100.69,100.69,-,-,-,-,-,-,-,-,-,-
KOTA SEMARANG,110.67,110.61,110.88,-,-,-,-,-,-,-,-,-,-,111.17,111.49,111.67,-,-,-,-,-,-,-,-,-,-,111.24,110.33,110.96,-,-,-,-,-,-,-,-,-,-,107.72,109.84,108.99,-,-,-,-,-,-,-,-,-,-,103.49,103.49,103.49,-,-,-,-,-,-,-,-,-,-
KOTA TEGAL,110.86,110.69,111.44,-,-,-,-,-,-,-,-,-,-,112.94,113.03,113.03,-,-,-,-,-,-,-,-,-,-,110.84,110.16,110.7,-,-,-,-,-,-,-,-,-,-,103.31,104.88,110.18,-,-,-,-,-,-,-,-,-,-,100.5,100.5,100.5,-,-,-,-,-,-,-,-,-,-
