date,kota,month,month_sin,month_cos,ihk_kel_01_mtm,ihk_kel_03_mtm,ihk_kel_06_mtm,gt_harga_beras,gt_harga_cabai,gt_harga_telur,gt_harga_daging_ayam,gt_harga_minyak_goreng,gt_harga_bawang,gt_tiket_pesawat,gt_tiket_kereta,gt_harga_bensin,kurs_usd_idr,bi_rate_percent,harga_bbm_pertamax,oceanic_nino_index,is_ramadan,is_lebaran,pre_lebaran_1m,is_dry_season,is_rainy_season,is_el_nino,is_la_nina,bbm_price_hike_event,bi_rate_hike_event,ihk_umum_mtm_lag1,ihk_umum_mtm_lag2,ihk_umum_mtm_lag3,inflasi_general_mtm_lag1,inflasi_general_mtm_lag2,inflasi_general_mtm_lag3,inflasi_core_mtm_lag1,inflasi_core_mtm_lag2,inflasi_core_mtm_lag3,inflasi_administered_price_mtm_lag1,inflasi_administered_price_mtm_lag2,inflasi_administered_price_mtm_lag3,inflasi_volatile_good_mtm_lag1,inflasi_volatile_good_mtm_lag2,inflasi_volatile_good_mtm_lag3,gt_harga_beras_lag1,gt_harga_beras_lag2,gt_harga_beras_lag3,gt_harga_cabai_lag1,gt_harga_cabai_lag2,gt_harga_cabai_lag3,gt_harga_telur_lag1,gt_harga_telur_lag2,gt_harga_telur_lag3,gt_harga_daging_ayam_lag1,gt_harga_daging_ayam_lag2,gt_harga_daging_ayam_lag3,gt_harga_minyak_goreng_lag1,gt_harga_minyak_goreng_lag2,gt_harga_minyak_goreng_lag3,gt_harga_bawang_lag1,gt_harga_bawang_lag2,gt_harga_bawang_lag3,gt_tiket_pesawat_lag1,gt_tiket_pesawat_lag2,gt_tiket_pesawat_lag3,gt_tiket_kereta_lag1,gt_tiket_kereta_lag2,gt_tiket_kereta_lag3,gt_harga_bensin_lag1,gt_harga_bensin_lag2,gt_harga_bensin_lag3,kurs_usd_idr_lag1,kurs_usd_idr_lag2,kurs_usd_idr_lag3,bi_rate_percent_lag1,bi_rate_percent_lag2,bi_rate_percent_lag3,harga_bbm_pertamax_lag1,harga_bbm_pertamax_lag2,harga_bbm_pertamax_lag3,oceanic_nino_index_lag1,oceanic_nino_index_lag2,oceanic_nino_index_lag3,ihk_umum_mtm_roll_mean_3,ihk_umum_mtm_roll_std_3,ihk_umum_mtm_roll_mean_6,ihk_umum_mtm_roll_std_6,inflasi_general_mtm_roll_mean_3,inflasi_general_mtm_roll_std_3,inflasi_general_mtm_roll_mean_6,inflasi_general_mtm_roll_std_6,inflasi_core_mtm_roll_mean_3,inflasi_core_mtm_roll_std_3,inflasi_core_mtm_roll_mean_6,inflasi_core_mtm_roll_std_6,inflasi_administered_price_mtm_roll_mean_3,inflasi_administered_price_mtm_roll_std_3,inflasi_administered_price_mtm_roll_mean_6,inflasi_administered_price_mtm_roll_std_6,inflasi_volatile_good_mtm_roll_mean_3,inflasi_volatile_good_mtm_roll_std_3,inflasi_volatile_good_mtm_roll_mean_6,inflasi_volatile_good_mtm_roll_std_6,gt_harga_beras_diff1,gt_harga_beras_pct_change,gt_harga_cabai_diff1,gt_harga_cabai_pct_change,gt_harga_telur_diff1,gt_harga_telur_pct_change,gt_harga_daging_ayam_diff1,gt_harga_daging_ayam_pct_change,gt_harga_minyak_goreng_diff1,gt_harga_minyak_goreng_pct_change,gt_harga_bawang_diff1,gt_harga_bawang_pct_change,gt_tiket_pesawat_diff1,gt_tiket_pesawat_pct_change,gt_tiket_kereta_diff1,gt_tiket_kereta_pct_change,gt_harga_bensin_diff1,gt_harga_bensin_pct_change,gt_harga_beras_lag1_diff1,gt_harga_beras_lag1_pct_change,gt_harga_beras_lag2_diff1,gt_harga_beras_lag2_pct_change,gt_harga_beras_lag3_diff1,gt_harga_beras_lag3_pct_change,gt_harga_cabai_lag1_diff1,gt_harga_cabai_lag1_pct_change,gt_harga_cabai_lag2_diff1,gt_harga_cabai_lag2_pct_change,gt_harga_cabai_lag3_diff1,gt_harga_cabai_lag3_pct_change,gt_harga_telur_lag1_diff1,gt_harga_telur_lag1_pct_change,gt_harga_telur_lag2_diff1,gt_harga_telur_lag2_pct_change,gt_harga_telur_lag3_diff1,gt_harga_telur_lag3_pct_change,gt_harga_daging_ayam_lag1_diff1,gt_harga_daging_ayam_lag1_pct_change,gt_harga_daging_ayam_lag2_diff1,gt_harga_daging_ayam_lag2_pct_change,gt_harga_daging_ayam_lag3_diff1,gt_harga_daging_ayam_lag3_pct_change,gt_harga_minyak_goreng_lag1_diff1,gt_harga_minyak_goreng_lag1_pct_change,gt_harga_minyak_goreng_lag2_diff1,gt_harga_minyak_goreng_lag2_pct_change,gt_harga_minyak_goreng_lag3_diff1,gt_harga_minyak_goreng_lag3_pct_change,gt_harga_bawang_lag1_diff1,gt_harga_bawang_lag1_pct_change,gt_harga_bawang_lag2_diff1,gt_harga_bawang_lag2_pct_change,gt_harga_bawang_lag3_diff1,gt_harga_bawang_lag3_pct_change,gt_tiket_pesawat_lag1_diff1,gt_tiket_pesawat_lag1_pct_change,gt_tiket_pesawat_lag2_diff1,gt_tiket_pesawat_lag2_pct_change,gt_tiket_pesawat_lag3_diff1,gt_tiket_pesawat_lag3_pct_change,gt_tiket_kereta_lag1_diff1,gt_tiket_kereta_lag1_pct_change,gt_tiket_kereta_lag2_diff1,gt_tiket_kereta_lag2_pct_change,gt_tiket_kereta_lag3_diff1,gt_tiket_kereta_lag3_pct_change,gt_harga_bensin_lag1_diff1,gt_harga_bensin_lag1_pct_change,gt_harga_bensin_lag2_diff1,gt_harga_bensin_lag2_pct_change,gt_harga_bensin_lag3_diff1,gt_harga_bensin_lag3_pct_change,inflasi_general_mtm,inflasi_core_mtm,inflasi_administered_price_mtm,inflasi_volatile_good_mtm,ihk_umum_mtm
2022/12/01,medan,12,-2.45E-16,1,4.5,0.07,0.47,57,72,55,37,11,48,53,58,56,15536.92591,5.5,14850,-0.7,0,0,0,0,1,0,1,0,1,0.3,0.07,1.52,0.09,-0.11,1.17,0.15,0.16,0.3,0.14,0.33,6.18,-0.22,-1.62,-0.79,51,54,50,70,95,100,68,60,67,41,40,0,12,13,14,39,40,41,47,45,49,42,42,45,57,58,100,15580.43318,15340.38905,14896.91455,5.25,4.75,4.25,14850,14850,14850,-0.8,-0.9,-1,0.316666667,0.25540817,0.551666667,0.513747668,0.213333333,0.399541404,0.373333333,0.537053691,0.176666667,0.037859389,0.248333333,0.08863784,0.4,0.301164407,1.48,2.331917666,0.133333333,1.954106787,-0.313333333,1.903866242,6,0.117647059,2,0.028571429,-13,-0.191176471,-4,-0.097560976,-1,-0.083333333,9,0.230769231,6,0.127659574,16,0.380952381,-1,-0.01754386,-3,-0.055555556,4,0.08,12,0.315789474,-25,-0.263157895,-5,-0.05,32,0.470588235,8,0.133333333,-7,-0.104477612,5,0.080645161,1,0.025,40,,-25,-1,-1,-0.076923077,-1,-0.071428571,-5,-0.263157895,-1,-0.025,-1,-0.024390244,10,0.322580645,2,0.044444444,-4,-0.081632653,-7,-0.125,0,0,-3,-0.066666667,-3,-0.0625,-1,-0.017241379,-42,-0.42,33,0.492537313,0.66,0.22,0.73,2.24,0.58
2023/01/01,medan,1,0.5,0.866025404,2.23,0.38,0.31,57,68,62,0,9,40,64,63,77,15218.7619,5.75,13050,-0.5,0,0,0,0,1,0,1,0,1,0.58,0.3,0.07,0.66,0.09,-0.11,0.22,0.15,0.16,0.73,0.14,0.33,2.24,-0.22,-1.62,57,51,54,72,70,95,55,68,60,37,41,40,11,12,13,48,39,40,53,47,45,58,42,42,56,57,58,15536.92591,15580.43318,15340.38905,5.5,5.25,4.75,14850,14850,14850,-0.7,-0.8,-0.9,0.433333333,0.140475383,0.525,0.516129829,0.363333333,0.285715476,0.323333333,0.520986244,0.233333333,0.090737717,0.256666667,0.094375138,0.106666667,0.640650711,1.193333333,2.478746995,1.14,1.250439923,-0.315,1.90205941,0,0,-4,-0.055555556,7,0.127272727,-37,-1,-2,-0.181818182,-8,-0.166666667,11,0.20754717,5,0.086206897,21,0.375,6,0.117647059,-3,-0.055555556,4,0.08,2,0.028571429,-25,-0.263157895,-5,-0.05,-13,-0.191176471,8,0.133333333,-7,-0.104477612,-4,-0.097560976,1,0.025,40,,-1,-0.083333333,-1,-0.076923077,-1,-0.071428571,9,0.230769231,-1,-0.025,-1,-0.024390244,6,0.127659574,2,0.044444444,-4,-0.081632653,16,0.380952381,0,0,-3,-0.066666667,-1,-0.01754386,-1,-0.017241379,-42,-0.42,0.34,0.33,-0.55,1.4,0.42
2023/02/01,medan,2,0.866025404,0.5,-0.83,0.27,-1.43,100,72,100,0,13,47,55,57,54,15050.3705,5.75,13050,-0.3,0,0,0,0,1,0,0,0,0,0.42,0.58,0.3,0.34,0.66,0.09,0.33,0.22,0.15,-0.55,0.73,0.14,1.4,2.24,-0.22,57,57,51,68,72,70,62,55,68,0,37,41,9,11,12,40,48,39,64,53,47,63,58,42,77,56,57,15218.7619,15536.92591,15580.43318,5.75,5.5,5.25,13050,14850,14850,-0.5,-0.7,-0.8,0.366666667,0.244404037,0.498333333,0.536299046,0.386666667,0.253245599,0.385,0.464015086,0.226666667,0.100166528,0.215,0.08360622,0.106666667,0.640650711,1.161666667,2.49315396,1.306666667,0.983327684,0.215,1.419545702,43,0.754385965,4,0.058823529,38,0.612903226,0,,4,0.444444444,7,0.175,-9,-0.140625,-6,-0.095238095,-23,-0.298701299,0,0,6,0.117647059,-3,-0.055555556,-4,-0.055555556,2,0.028571429,-25,-0.263157895,7,0.127272727,-13,-0.191176471,8,0.133333333,-37,-1,-4,-0.097560976,1,0.025,-2,-0.181818182,-1,-0.083333333,-1,-0.076923077,-8,-0.166666667,9,0.230769231,-1,-0.025,11,0.20754717,6,0.127659574,2,0.044444444,5,0.086206897,16,0.380952381,0,0,21,0.375,-1,-0.01754386,-1,-0.017241379,0.16,0.13,0.14,0.28,0.1
2023/03/01,medan,3,1,6.12E-17,-1.16,0,0.42,86,83,61,0,12,66,49,60,65,15224.21095,5.75,13050,0,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.1,0.42,0.58,0.16,0.34,0.66,0.13,0.33,0.22,0.14,-0.55,0.73,0.28,1.4,2.24,100,57,57,72,68,72,100,62,55,0,0,37,13,9,11,47,40,48,55,64,53,57,63,58,54,77,56,15050.3705,15218.7619,15536.92591,5.75,5.75,5.5,13050,13050,14850,-0.3,-0.5,-0.7,0.303333333,0.176729549,0.31,0.196570598,0.226666667,0.098657657,0.22,0.260384331,0.206666667,0.107857931,0.191666667,0.074139508,-0.096666667,0.392725519,0.151666667,0.414700695,0.656666667,0.643764967,0.395,1.332422606,-14,-0.14,11,0.152777778,-39,-0.39,0,,-1,-0.076923077,19,0.404255319,-6,-0.109090909,3,0.052631579,11,0.203703704,43,0.754385965,0,0,6,0.117647059,4,0.058823529,-4,-0.055555556,2,0.028571429,38,0.612903226,7,0.127272727,-13,-0.191176471,0,,-37,-1,-4,-0.097560976,4,0.444444444,-2,-0.181818182,-1,-0.083333333,7,0.175,-8,-0.166666667,9,0.230769231,-9,-0.140625,11,0.20754717,6,0.127659574,-6,-0.095238095,5,0.086206897,16,0.380952381,-23,-0.298701299,21,0.375,-1,-0.01754386,0.18,0.16,0.12,0.29,0.39
2023/04/01,medan,4,0.866025404,-0.5,-0.99,0,0.41,62,94,55,34,11,57,66,92,69,14792.38071,5.75,13050,0.3,1,1,0,0,0,0,0,0,0,0.39,0.1,0.42,0.18,0.16,0.34,0.16,0.13,0.33,0.12,0.14,-0.55,0.29,0.28,1.4,86,100,57,83,72,68,61,100,62,0,0,0,12,13,9,66,47,40,49,55,64,60,57,63,65,54,77,15224.21095,15050.3705,15218.7619,5.75,5.75,5.75,13050,13050,13050,0,-0.3,-0.5,0.276666667,0.155026879,0.355,0.157702251,0.223333333,0.092915732,0.293333333,0.204906483,0.18,0.06244998,0.206666667,0.075542483,0.316666667,0.323470761,0.211666667,0.46824851,0.286666667,0.005773503,0.713333333,0.918643928,-24,-0.279069767,11,0.13253012,-6,-0.098360656,34,,-1,-0.083333333,-9,-0.136363636,17,0.346938776,32,0.533333333,4,0.061538462,-14,-0.14,43,0.754385965,0,0,11,0.152777778,4,0.058823529,-4,-0.055555556,-39,-0.39,38,0.612903226,7,0.127272727,0,,0,,-37,-1,-1,-0.076923077,4,0.444444444,-2,-0.181818182,19,0.404255319,7,0.175,-8,-0.166666667,-6,-0.109090909,-9,-0.140625,11,0.20754717,3,0.052631579,-6,-0.095238095,5,0.086206897,11,0.203703704,-23,-0.298701299,21,0.375,0.33,0.25,0.69,0.29,0.34
2023/05/01,medan,5,0.5,-0.866025404,0.81,-0.01,-0.75,53,73,55,28,7,39,65,63,53,14736.80333,5.75,13050,0.6,0,0,0,0,0,1,0,0,0,0.34,0.39,0.1,0.33,0.18,0.16,0.25,0.16,0.13,0.69,0.12,0.14,0.29,0.29,0.28,62,86,100,94,83,72,55,61,100,34,0,0,11,12,13,57,66,47,66,49,55,92,60,57,69,65,54,14792.38071,15224.21095,15050.3705,5.75,5.75,5.75,13050,13050,13050,0.3,0,-0.3,0.29,0.132287566,0.328333333,0.180711557,0.2,0.121243557,0.293333333,0.204906483,0.156666667,0.09504385,0.191666667,0.095376447,0.186666667,0.473532822,0.146666667,0.505753563,0.356666667,0.115470054,0.831666667,0.814160099,-9,-0.14516129,-21,-0.223404255,0,0,-6,-0.176470588,-4,-0.363636364,-18,-0.315789474,-1,-0.015151515,-29,-0.315217391,-16,-0.231884058,-24,-0.279069767,-14,-0.14,43,0.754385965,11,0.13253012,11,0.152777778,4,0.058823529,-6,-0.098360656,-39,-0.39,38,0.612903226,34,,0,,0,,-1,-0.083333333,-1,-0.076923077,4,0.444444444,-9,-0.136363636,19,0.404255319,7,0.175,17,0.346938776,-6,-0.109090909,-9,-0.140625,32,0.533333333,3,0.052631579,-6,-0.095238095,4,0.061538462,11,0.203703704,-23,-0.298701299,0.09,0.06,-0.25,0.49,0.14
2023/06/01,medan,6,1.22E-16,-1,1.06,0,-0.54,49,71,49,0,8,37,67,77,65,14857.34059,5.75,12500,0.8,0,0,0,1,0,1,0,0,0,0.14,0.34,0.39,0.09,0.33,0.18,0.06,0.25,0.16,-0.25,0.69,0.12,0.49,0.29,0.29,53,62,86,73,94,83,55,55,61,28,34,0,7,11,12,39,57,66,65,66,49,63,92,60,53,69,65,14736.80333,14792.38071,15224.21095,5.75,5.75,5.75,13050,13050,13050,0.6,0.3,0,0.2,0.121655251,0.251666667,0.147026075,0.186666667,0.126622799,0.206666667,0.103858879,0.143333333,0.097125349,0.175,0.098132563,0.14,0.49,0.021666667,0.417775857,0.406666667,0.1040833,0.531666667,0.434576422,-4,-0.075471698,-2,-0.02739726,-6,-0.109090909,-28,-1,1,0.142857143,-2,-0.051282051,2,0.030769231,14,0.222222222,12,0.226415094,-9,-0.14516129,-24,-0.279069767,-14,-0.14,-21,-0.223404255,11,0.13253012,11,0.152777778,0,0,-6,-0.098360656,-39,-0.39,-6,-0.176470588,34,,0,,-4,-0.363636364,-1,-0.083333333,-1,-0.076923077,-18,-0.315789474,-9,-0.136363636,19,0.404255319,-1,-0.015151515,17,0.346938776,-6,-0.109090909,-29,-0.315217391,32,0.533333333,3,0.052631579,-16,-0.231884058,4,0.061538462,11,0.203703704,0.14,0.12,-0.02,0.44,0.12
2023/07/01,medan,7,-0.5,-0.866025404,0.21,0.06,1.64,35,61,36,25,6,30,75,69,48,14964.5515,5.75,12500,1.1,0,0,0,1,0,1,0,0,0,0.12,0.14,0.34,0.14,0.09,0.33,0.12,0.06,0.25,-0.02,-0.25,0.69,0.44,0.49,0.29,49,53,62,71,73,94,49,55,55,0,28,34,8,7,11,37,39,57,67,65,66,77,63,92,65,53,69,14857.34059,14736.80333,14792.38071,5.75,5.75,5.75,12500,13050,13050,0.8,0.6,0.3,0.136666667,0.015275252,0.206666667,0.124846573,0.146666667,0.060277138,0.185,0.081670068,0.103333333,0.037859389,0.141666667,0.062423286,0.056666667,0.351330803,0.186666667,0.33392614,0.366666667,0.172143351,0.326666667,0.117416637,-14,-0.285714286,-10,-0.14084507,-13,-0.265306122,25,,-2,-0.25,-7,-0.189189189,8,0.119402985,-8,-0.103896104,-17,-0.261538462,-4,-0.075471698,-9,-0.14516129,-24,-0.279069767,-2,-0.02739726,-21,-0.223404255,11,0.13253012,-6,-0.109090909,0,0,-6,-0.098360656,-28,-1,-6,-0.176470588,34,,1,0.142857143,-4,-0.363636364,-1,-0.083333333,-2,-0.051282051,-18,-0.315789474,-9,-0.136363636,2,0.030769231,-1,-0.015151515,17,0.346938776,14,0.222222222,-29,-0.315217391,32,0.533333333,12,0.226415094,-16,-0.231884058,4,0.061538462,0.21,0.13,0.44,0.17,0.15
2023/08/01,medan,8,-0.866025404,-0.5,-0.25,0.05,-0.4,54,64,34,0,7,45,55,56,35,15168.91136,5.75,12500,1.4,0,0,0,1,0,1,0,0,0,0.15,0.12,0.14,0.21,0.14,0.09,0.13,0.12,0.06,0.44,-0.02,-0.25,0.17,0.44,0.49,35,49,53,61,71,73,36,49,55,25,0,28,6,8,7,30,37,39,75,67,65,69,77,63,48,65,53,14964.5515,14857.34059,14736.80333,5.75,5.75,5.75,12500,12500,13050,1.1,0.8,0.6,0.136666667,0.015275252,0.213333333,0.118939761,0.11,0.117898261,0.155,0.117770964,0.126666667,0.005773503,0.141666667,0.062423286,0.133333333,0.265581124,0.16,0.344615728,0.033333333,0.489523578,0.195,0.364074168,19,0.542857143,3,0.049180328,-2,-0.055555556,-25,-1,1,0.166666667,15,0.5,-20,-0.266666667,-13,-0.188405797,-13,-0.270833333,-14,-0.285714286,-4,-0.075471698,-9,-0.14516129,-10,-0.14084507,-2,-0.02739726,-21,-0.223404255,-13,-0.265306122,-6,-0.109090909,0,0,25,,-28,-1,-6,-0.176470588,-2,-0.25,1,0.142857143,-4,-0.363636364,-7,-0.189189189,-2,-0.051282051,-18,-0.315789474,8,0.119402985,2,0.030769231,-1,-0.015151515,-8,-0.103896104,14,0.222222222,-29,-0.315217391,-17,-0.261538462,12,0.226415094,-16,-0.231884058,-0.02,0.13,-0.02,-0.51,0.14
2023/09/01,medan,9,-1,-1.84E-16,0.53,0.01,0.3,78,51,46,0,7,39,48,63,40,15277.4295,5.75,13600,1.6,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.14,0.15,0.12,-0.02,0.21,0.14,0.13,0.13,0.12,-0.02,0.44,-0.02,-0.51,0.17,0.44,54,35,49,64,61,71,34,36,49,0,25,0,7,6,8,45,30,37,55,75,67,56,69,77,35,48,65,15168.91136,14964.5515,14857.34059,5.75,5.75,5.75,12500,12500,12500,1.4,1.1,0.8,0.216666667,0.124230968,0.208333333,0.110347935,0.126666667,0.127410099,0.156666667,0.118265239,0.126666667,0.005773503,0.135,0.062209324,0.216666667,0.230289673,0.178333333,0.344987922,0.01,0.461302504,0.208333333,0.369671025,24,0.444444444,-13,-0.203125,12,0.352941176,0,,0,0,-6,-0.133333333,-7,-0.127272727,7,0.125,5,0.142857143,19,0.542857143,-14,-0.285714286,-4,-0.075471698,3,0.049180328,-10,-0.14084507,-2,-0.02739726,-2,-0.055555556,-13,-0.265306122,-6,-0.109090909,-25,-1,25,,-28,-1,1,0.166666667,-2,-0.25,1,0.142857143,15,0.5,-7,-0.189189189,-2,-0.051282051,-20,-0.266666667,8,0.119402985,2,0.030769231,-13,-0.188405797,-8,-0.103896104,14,0.222222222,-13,-0.270833333,-17,-0.261538462,12,0.226415094,0.19,0.12,0.23,0.37,0.36
2023/10/01,medan,10,-0.866025404,0.5,-0.4,0.1,0.35,57,62,42,0,6,40,44,57,47,15662.52182,6,14300,1.8,0,0,0,0,0,1,0,1,1,0.36,0.14,0.15,0.19,-0.02,0.21,0.12,0.13,0.13,0.23,-0.02,0.44,0.37,-0.51,0.17,78,54,35,51,64,61,46,34,36,0,0,25,7,7,6,39,45,30,48,55,75,63,56,69,40,35,48,15277.4295,15168.91136,14964.5515,5.75,5.75,5.75,13600,12500,12500,1.6,1.4,1.1,0.256666667,0.1106044,0.196666667,0.096471066,0.113333333,0.115902258,0.13,0.084616783,0.11,0.026457513,0.106666667,0.029439203,0.223333333,0.240069434,0.14,0.28418304,0.023333333,0.468757222,0.195,0.367573122,-21,-0.269230769,11,0.215686275,-4,-0.086956522,0,,-1,-0.142857143,1,0.025641026,-4,-0.083333333,-6,-0.095238095,7,0.175,24,0.444444444,19,0.542857143,-14,-0.285714286,-13,-0.203125,3,0.049180328,-10,-0.14084507,12,0.352941176,-2,-0.055555556,-13,-0.265306122,0,,-25,-1,25,,0,0,1,0.166666667,-2,-0.25,-6,-0.133333333,15,0.5,-7,-0.189189189,-7,-0.127272727,-20,-0.266666667,8,0.119402985,7,0.125,-13,-0.188405797,-8,-0.103896104,5,0.142857143,-13,-0.270833333,-17,-0.261538462,0.17,0.08,0.46,0.21,0.27
2023/11/01,medan,11,-0.5,0.866025404,1.26,0,0.3,55,78,50,26,10,39,47,68,45,15539.32045,6,13700,2,0,0,0,0,1,1,0,0,0,0.27,0.36,0.14,0.17,0.19,-0.02,0.08,0.12,0.13,0.46,0.23,-0.02,0.21,0.37,-0.51,57,78,54,62,51,64,42,46,34,0,0,0,6,7,7,40,39,45,44,48,55,57,63,56,47,40,35,15662.52182,15277.4295,15168.91136,6,5.75,5.75,14300,13600,12500,1.8,1.6,1.4,0.296666667,0.055075705,0.216666667,0.094798031,0.246666667,0.115902258,0.178333333,0.128594971,0.106666667,0.023094011,0.116666667,0.018618987,0.256666667,0.191398363,0.195,0.217784297,0.766666667,0.829477747,0.4,0.729657454,-2,-0.035087719,16,0.258064516,8,0.19047619,26,,4,0.666666667,-1,-0.025,3,0.068181818,11,0.192982456,-2,-0.042553191,-21,-0.269230769,24,0.444444444,19,0.542857143,11,0.215686275,-13,-0.203125,3,0.049180328,-4,-0.086956522,12,0.352941176,-2,-0.055555556,0,,0,,-25,-1,-1,-0.142857143,0,0,1,0.166666667,1,0.025641026,-6,-0.133333333,15,0.5,-4,-0.083333333,-7,-0.127272727,-20,-0.266666667,-6,-0.095238095,7,0.125,-13,-0.188405797,7,0.175,5,0.142857143,-13,-0.270833333,0.38,0.12,0.08,1.72,0.26
2023/12/01,medan,12,-2.45E-16,1,1.33,0.31,0.72,61,74,47,30,7,35,53,89,42,15435.80105,6,13650,2.1,0,0,0,0,1,1,0,0,0,0.26,0.27,0.36,0.38,0.17,0.19,0.12,0.08,0.12,0.08,0.46,0.23,1.72,0.21,0.37,55,57,78,78,62,51,50,42,46,26,0,0,10,6,7,39,40,39,47,44,48,68,57,63,45,47,40,15539.32045,15662.52182,15277.4295,6,6,5.75,13700,14300,13600,2,1.8,1.6,0.28,0.026457513,0.248333333,0.087502381,0.32,0.130766968,0.223333333,0.156673759,0.113333333,0.030550505,0.12,0.020976177,0.31,0.202237484,0.263333333,0.200466123,1.116666667,0.799395605,0.563333333,0.841514508,6,0.109090909,-4,-0.051282051,-3,-0.06,4,0.153846154,-3,-0.3,-4,-0.102564103,6,0.127659574,21,0.308823529,-3,-0.066666667,-2,-0.035087719,-21,-0.269230769,24,0.444444444,16,0.258064516,11,0.215686275,-13,-0.203125,8,0.19047619,-4,-0.086956522,12,0.352941176,26,,0,,0,,4,0.666666667,-1,-0.142857143,0,0,-1,-0.025,1,0.025641026,-6,-0.133333333,3,0.068181818,-4,-0.083333333,-7,-0.127272727,11,0.192982456,-6,-0.095238095,7,0.125,-2,-0.042553191,7,0.175,5,0.142857143,0.41,0.14,0.39,1.42,0.31
2024/01/01,medan,1,0.5,0.866025404,-9.86,-3.61,-12.02,56,74,30,34,7,31,61,72,48,15532.765,6,13200,1.9,0,0,0,0,1,1,0,0,0,0.31,0.26,0.27,0.41,0.38,0.17,0.14,0.12,0.08,0.39,0.08,0.46,1.42,1.72,0.21,61,55,57,74,78,62,47,50,42,30,26,0,7,10,6,35,39,40,53,47,44,89,68,57,42,45,47,15435.80105,15539.32045,15662.52182,6,6,6,13650,13700,14300,2.1,2,1.8,-3.416666667,6.41152348,-1.58,4.527246404,0.276666667,0.205507502,0.195,0.173982758,0.153333333,0.04163332,0.131666667,0.03920034,-0.003333333,0.440945953,0.11,0.340939877,1.05,0.913071739,0.536666667,0.85882866,-5,-0.081967213,0,0,-17,-0.361702128,4,0.133333333,0,0,-4,-0.114285714,8,0.150943396,-17,-0.191011236,6,0.142857143,6,0.109090909,-2,-0.035087719,-21,-0.269230769,-4,-0.051282051,16,0.258064516,11,0.215686275,-3,-0.06,8,0.19047619,-4,-0.086956522,4,0.153846154,26,,0,,-3,-0.3,4,0.666666667,-1,-0.142857143,-4,-0.102564103,-1,-0.025,1,0.025641026,6,0.127659574,3,0.068181818,-4,-0.083333333,21,0.308823529,11,0.192982456,-6,-0.095238095,-3,-0.066666667,-2,-0.042553191,7,0.175,0.04,0.2,-0.48,0.01,-10.82
2024/02/01,medan,2,0.866025404,0.5,1.41,0,-1.2,83,60,50,0,9,27,39,64,38,15587.00889,6,13200,1.6,0,0,0,0,1,1,0,0,0,-10.82,0.31,0.26,0.04,0.41,0.38,0.2,0.14,0.12,-0.48,0.39,0.08,0.01,1.42,1.72,56,61,55,74,74,78,30,47,50,34,30,26,7,7,10,31,35,39,61,53,47,72,89,68,48,42,45,15532.765,15435.80105,15539.32045,6,6,6,13200,13650,13700,1.9,2.1,2,-3.353333333,6.46670189,-1.528333333,4.552500046,0.273333333,0.203059925,0.26,0.148593405,0.16,0.034641016,0.133333333,0.039327683,0.02,0.449332839,0.138333333,0.334987562,0.986666667,0.847604468,0.876666667,0.759675369,27,0.482142857,-14,-0.189189189,20,0.666666667,-34,-1,2,0.285714286,-4,-0.129032258,-22,-0.360655738,-8,-0.111111111,-10,-0.208333333,-5,-0.081967213,6,0.109090909,-2,-0.035087719,0,0,-4,-0.051282051,16,0.258064516,-17,-0.361702128,-3,-0.06,8,0.19047619,4,0.133333333,4,0.153846154,26,,0,0,-3,-0.3,4,0.666666667,-4,-0.114285714,-4,-0.102564103,-1,-0.025,8,0.150943396,6,0.127659574,3,0.068181818,-17,-0.191011236,21,0.308823529,11,0.192982456,6,0.142857143,-3,-0.066666667,-2,-0.042553191,0.37,0.14,0.15,1.53,0.45
2024/03/01,medan,3,1,6.12E-17,2.1,0.07,0.02,87,75,42,0,7,33,39,54,45,15624.09833,6,13200,1.3,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.45,-10.82,0.31,0.37,0.04,0.41,0.14,0.2,0.14,0.15,-0.48,0.39,1.53,0.01,1.42,83,56,61,60,74,74,50,30,47,0,34,30,9,7,7,27,31,35,39,61,53,64,72,89,38,48,42,15587.00889,15532.765,15435.80105,6,6,6,13200,13200,13650,1.6,1.9,2.1,-3.256666667,6.550468177,-1.488333333,4.573416301,0.31,0.245560583,0.315,0.176039768,0.19,0.045825757,0.151666667,0.054558837,-0.083333333,0.3453018,0.113333333,0.332365261,1.233333333,1.10527523,1.175,0.865072251,4,0.048192771,15,0.25,-8,-0.16,0,,-2,-0.222222222,6,0.222222222,0,0,-10,-0.15625,7,0.184210526,27,0.482142857,-5,-0.081967213,6,0.109090909,-14,-0.189189189,0,0,-4,-0.051282051,20,0.666666667,-17,-0.361702128,-3,-0.06,-34,-1,4,0.133333333,4,0.153846154,2,0.285714286,0,0,-3,-0.3,-4,-0.129032258,-4,-0.114285714,-4,-0.102564103,-22,-0.360655738,8,0.150943396,6,0.127659574,-8,-0.111111111,-17,-0.191011236,21,0.308823529,-10,-0.208333333,6,0.142857143,-3,-0.066666667,0.52,0.23,0.08,2.16,0.6
